hour,direction,ru,bandwidth,service,delay,slice,duration
0,DL,RU_80,332.66837495106455,CG,80.0,eMBB,813
0,DL,RU_14,53.952692850507,CG,80.0,eMBB,1258
0,DL,RU_43,117.88442639637549,CG,80.0,eMBB,856
0,DL,RU_26,248.1227316303883,CG,80.0,eMBB,878
0,DL,RU_2,40.873132954985024,CG,80.0,eMBB,1020
0,DL,RU_15,65.78582745235373,CG,80.0,eMBB,695
0,DL,RU_52,69.04591169960868,CG,80.0,eMBB,1272
0,DL,RU_56,10.149184851609906,CG,80.0,eMBB,741
0,DL,RU_66,212.64891628381253,CG,80.0,eMBB,726
0,DL,RU_18,900.9849616343776,VS,100.0,eMBB,2415
0,DL,RU_65,1735.0804862650093,VS,100.0,eMBB,2295
0,DL,RU_2,63.313778538694336,VS,100.0,eMBB,1740
0,DL,RU_58,132.76345459046271,VS,100.0,eMBB,2005
0,DL,RU_83,300.5351951248473,VS,100.0,eMBB,1504
0,DL,RU_7,496.9412506210782,VS,100.0,eMBB,1849
0,DL,RU_50,554.5395572424752,VS,100.0,eMBB,1511
0,UL,RU_73,279.7977693682752,MIOT,10.0,mMTC,2
0,UL,RU_77,255.73330810705286,MIOT,10.0,mMTC,2
0,UL,RU_44,161.0588795396984,MIOT,10.0,mMTC,2
0,UL,RU_52,271.42652823879996,MIOT,10.0,mMTC,1
0,UL,RU_88,31.690029039747618,MIOT,10.0,mMTC,2
0,UL,RU_10,58.98502724191511,MIOT,10.0,mMTC,2
0,UL,RU_3,15.489285748774293,MIOT,10.0,mMTC,1
0,UL,RU_47,25.332622936259785,MIOT,10.0,mMTC,2
0,UL,RU_0,299.8059907173331,MIOT,10.0,mMTC,1
0,UL,RU_21,540.134804339246,MIOT,10.0,mMTC,1
0,UL,RU_59,308.36368419628417,MIOT,10.0,mMTC,1
0,UL,RU_6,444.8835707017054,MIOT,10.0,mMTC,1
0,UL,RU_0,192.39569667698225,MIOT,10.0,mMTC,1
0,UL,RU_99,399.5793910702978,MIOT,10.0,mMTC,1
0,UL,RU_20,154.9164276223994,MIOT,10.0,mMTC,1
0,UL,RU_92,218.61374719695306,MIOT,10.0,mMTC,3
0,UL,RU_33,357.53574673303444,MIOT,10.0,mMTC,1
0,UL,RU_11,435.76583993956046,MIOT,10.0,mMTC,2
0,UL,RU_64,230.36126556607903,MIOT,10.0,mMTC,2
0,UL,RU_43,351.2770426941542,MIOT,10.0,mMTC,2
0,UL,RU_16,444.0012041744432,MIOT,10.0,mMTC,2
0,DL,RU_49,273.3858017242414,VS,100.0,eMBB,1850
0,DL,RU_59,649.5637156405415,VS,100.0,eMBB,1893
0,UL,RU_3,238.54914941426568,MIOT,10.0,mMTC,1
0,UL,RU_81,441.15755075689964,MIOT,10.0,mMTC,2
0,DL,RU_78,208.8363763171288,VS,100.0,eMBB,2105
0,DL,RU_77,408.19423906697676,VS,100.0,eMBB,1382
0,DL,RU_28,429.5514606448015,VS,100.0,eMBB,2305
0,DL,RU_17,946.8459045017471,VS,100.0,eMBB,1615
0,DL,RU_33,2140.9873974575603,VS,100.0,eMBB,1807
0,DL,RU_81,520.464485123814,VS,100.0,eMBB,2143
0,DL,RU_24,945.9865428132022,VS,100.0,eMBB,2359
0,UL,RU_88,343.77248868057507,MIOT,10.0,mMTC,1
0,DL,RU_12,946.5382505491817,VS,100.0,eMBB,1817
0,DL,RU_98,1606.3569713744014,VS,100.0,eMBB,1404
0,DL,RU_95,893.7500152281219,VS,100.0,eMBB,1542
0,DL,RU_0,819.6778409121995,VS,100.0,eMBB,2319
0,DL,RU_1,744.9430530801253,AR,20.0,eMBB,180
0,DL,RU_24,61.10676767619786,CG,80.0,eMBB,1278
0,DL,RU_51,67.21744444381764,CG,80.0,eMBB,1414
0,DL,RU_57,37.59742829024284,CG,80.0,eMBB,1083
0,DL,RU_85,78.88127510747151,CG,80.0,eMBB,864
0,DL,RU_18,200.34858225135147,CG,80.0,eMBB,1715
0,DL,RU_30,82.25715667947286,CG,80.0,eMBB,723
0,DL,RU_66,140.62599743820888,CG,80.0,eMBB,227
0,DL,RU_14,210.3991178648941,CG,80.0,eMBB,395
0,DL,RU_19,147.96595141282478,CG,80.0,eMBB,288
0,DL,RU_70,253.27555981468367,CG,80.0,eMBB,761
0,DL,RU_79,215.38344413732236,CG,80.0,eMBB,535
0,DL,RU_30,495.708296581173,CG,80.0,eMBB,1015
0,DL,RU_46,378.72511862456184,CG,80.0,eMBB,1586
0,DL,RU_63,105.20465752837504,CG,80.0,eMBB,868
0,DL,RU_33,248.81946335708633,CG,80.0,eMBB,1558
0,DL,RU_64,898.0214785288119,VS,100.0,eMBB,1716
0,DL,RU_39,1692.1158191602815,VS,100.0,eMBB,3489
