hour,direction,ru,bandwidth,service,delay,slice,duration
0,DL,RU_32,366.71909250251036,CG,80.0,eMBB,881
0,DL,RU_98,59.47509306562442,CG,80.0,eMBB,1235
0,DL,RU_99,129.95064491662905,CG,80.0,eMBB,1136
0,DL,RU_33,273.5196665030895,CG,80.0,eMBB,1039
0,DL,RU_29,45.056757280253734,CG,80.0,eMBB,1314
0,DL,RU_71,72.51942402521027,CG,80.0,eMBB,1044
0,DL,RU_45,76.11319856663138,CG,80.0,eMBB,560
0,DL,RU_84,11.188018274866376,CG,80.0,eMBB,809
0,DL,RU_25,234.41488122432204,CG,80.0,eMBB,1217
0,DL,RU_10,144.30925597181317,VS,100.0,eMBB,2705
0,DL,RU_51,277.9049425751943,VS,100.0,eMBB,1932
0,DL,RU_67,10.14086212616594,VS,100.0,eMBB,1818
0,DL,RU_94,21.264500705364778,VS,100.0,eMBB,1986
0,DL,RU_43,48.13622007978652,VS,100.0,eMBB,2473
0,DL,RU_79,79.59424984046692,VS,100.0,eMBB,1999
0,DL,RU_28,88.81967437884359,VS,100.0,eMBB,1730
0,UL,RU_92,449.72362506233543,MIOT,10.0,mMTC,1
0,UL,RU_39,411.04441479556425,MIOT,10.0,mMTC,3
0,UL,RU_3,258.87262546305294,MIOT,10.0,mMTC,2
0,UL,RU_81,436.26838946300046,MIOT,10.0,mMTC,2
0,UL,RU_2,50.93591264241834,MIOT,10.0,mMTC,1
0,UL,RU_71,94.80761885817387,MIOT,10.0,mMTC,2
0,UL,RU_99,24.896187529631433,MIOT,10.0,mMTC,3
0,UL,RU_76,40.71754769508813,MIOT,10.0,mMTC,1
0,UL,RU_81,481.883173211929,MIOT,10.0,mMTC,2
0,UL,RU_8,868.1676868912286,MIOT,10.0,mMTC,1
0,UL,RU_92,495.63809678482056,MIOT,10.0,mMTC,2
0,UL,RU_1,715.068789141434,MIOT,10.0,mMTC,1
0,UL,RU_57,309.2408147188631,MIOT,10.0,mMTC,2
0,UL,RU_31,642.2506250069846,MIOT,10.0,mMTC,1
0,UL,RU_58,248.99975996717805,MIOT,10.0,mMTC,2
0,UL,RU_4,351.38152494871963,MIOT,10.0,mMTC,2
