hour,direction,ru,bandwidth,service,delay,slice,duration
0,DL,RU_13,410.51501379005396,CG,80.0,eMBB,538
0,DL,RU_71,66.57798611844139,CG,80.0,eMBB,1474
0,DL,RU_77,145.4701756211703,CG,80.0,eMBB,1161
0,DL,RU_14,306.18512087858676,CG,80.0,eMBB,618
0,DL,RU_75,50.43772117240352,CG,80.0,eMBB,561
0,DL,RU_25,81.18015386273397,CG,80.0,eMBB,878
0,DL,RU_26,85.20311976658786,CG,80.0,eMBB,601
0,DL,RU_91,12.524162418292157,CG,80.0,eMBB,1346
0,DL,RU_26,262.4101939762999,CG,80.0,eMBB,972
0,DL,RU_60,1167.5669686576875,VS,100.0,eMBB,2060
0,DL,RU_59,2248.4533593665333,VS,100.0,eMBB,1125
0,DL,RU_81,82.04695930617063,VS,100.0,eMBB,3130
0,DL,RU_25,172.04529578775887,VS,100.0,eMBB,3038
0,DL,RU_76,389.45707385653225,VS,100.0,eMBB,1784
0,DL,RU_22,643.9754427600138,VS,100.0,eMBB,1691
0,DL,RU_65,718.6158453476108,VS,100.0,eMBB,2170
0,UL,RU_77,1481.885443816869,MIOT,10.0,mMTC,1
0,UL,RU_37,1354.433481148207,MIOT,10.0,mMTC,2
0,UL,RU_18,853.0118368212953,MIOT,10.0,mMTC,2
0,UL,RU_87,1437.5490632786723,MIOT,10.0,mMTC,2
0,UL,RU_26,167.83905337831655,MIOT,10.0,mMTC,1
0,UL,RU_4,312.4008224593314,MIOT,10.0,mMTC,1
0,UL,RU_5,82.03548991134757,MIOT,10.0,mMTC,3
0,UL,RU_93,134.16849343617815,MIOT,10.0,mMTC,2
0,UL,RU_55,1587.8544515068802,MIOT,10.0,mMTC,2
0,UL,RU_58,1430.3507602229593,MIOT,10.0,mMTC,2
0,UL,RU_57,1430.3507602229593,MIOT,10.0,mMTC,1
0,UL,RU_12,1633.178334637673,MIOT,10.0,mMTC,2
0,UL,RU_88,1178.1124794250788,MIOT,10.0,mMTC,1
0,UL,RU_86,1178.1124794250788,MIOT,10.0,mMTC,2
0,UL,RU_38,1018.980183445853,MIOT,10.0,mMTC,1
0,UL,RU_55,2116.28164375002,MIOT,10.0,mMTC,2
0,UL,RU_35,820.4797329873667,MIOT,10.0,mMTC,2
0,UL,RU_68,1157.8381433163695,MIOT,10.0,mMTC,2
0,UL,RU_61,1893.6070145380966,MIOT,10.0,mMTC,2
0,UL,RU_61,1153.9674826161877,MIOT,10.0,mMTC,1
0,UL,RU_81,1153.9674826161877,MIOT,10.0,mMTC,1
0,UL,RU_93,1220.0562107137034,MIOT,10.0,mMTC,2
0,UL,RU_31,1860.459207701341,MIOT,10.0,mMTC,1
0,UL,RU_93,1175.7758523036164,MIOT,10.0,mMTC,2
0,UL,RU_91,1175.7758523036164,MIOT,10.0,mMTC,3
0,DL,RU_25,354.274760828644,VS,100.0,eMBB,2222
0,DL,RU_1,841.7556016081606,VS,100.0,eMBB,1828
0,UL,RU_61,1263.4214809861787,MIOT,10.0,mMTC,1
0,UL,RU_31,1168.2454695270987,MIOT,10.0,mMTC,2
0,UL,RU_82,1168.2454695270987,MIOT,10.0,mMTC,2
0,DL,RU_71,270.6265534107697,VS,100.0,eMBB,1492
0,DL,RU_77,528.9701056346431,VS,100.0,eMBB,2431
0,DL,RU_39,556.6464681916137,VS,100.0,eMBB,2402
0,DL,RU_44,1226.997174847041,VS,100.0,eMBB,1994
0,DL,RU_19,2774.45936616891,VS,100.0,eMBB,2564
0,DL,RU_90,674.4586947241335,VS,100.0,eMBB,3124
0,DL,RU_47,1225.8835465797558,VS,100.0,eMBB,2120
0,UL,RU_3,1820.713038958935,MIOT,10.0,mMTC,1
0,DL,RU_19,1226.59849272904,VS,100.0,eMBB,2362
0,DL,RU_98,2081.6433342545056,VS,100.0,eMBB,2192
0,DL,RU_65,1158.1913577389112,VS,100.0,eMBB,1907
0,DL,RU_87,1062.2028255096454,VS,100.0,eMBB,1770
0,DL,RU_62,1353.3054809288203,AR,20.0,eMBB,364
0,DL,RU_32,75.40616260547768,CG,80.0,eMBB,1105
0,DL,RU_0,82.94677886602545,CG,80.0,eMBB,1414
0,DL,RU_99,46.395479568233654,CG,80.0,eMBB,822
0,DL,RU_58,97.34002441104924,CG,80.0,eMBB,1276
0,DL,RU_62,247.23149899003693,CG,80.0,eMBB,1155
0,DL,RU_41,101.5058849930405,CG,80.0,eMBB,776
0,DL,RU_45,173.53342735412815,CG,80.0,eMBB,1431
0,DL,RU_96,259.63392758457275,CG,80.0,eMBB,416
0,DL,RU_40,182.59097996203994,CG,80.0,eMBB,633
0,DL,RU_11,312.5437455402936,CG,80.0,eMBB,745
0,DL,RU_39,265.784619752895,CG,80.0,eMBB,1455
0,DL,RU_32,611.7073744590197,CG,80.0,eMBB,1343
