hour,direction,ru,bandwidth,service,delay,slice,duration
0,DL,RU_30,619.9573834560156,CG,80.0,eMBB,919
0,DL,RU_75,100.54568696205837,CG,80.0,eMBB,1025
0,DL,RU_48,219.68821217123732,CG,80.0,eMBB,802
0,DL,RU_24,462.3989866790385,CG,80.0,eMBB,656
0,DL,RU_4,76.17075282298717,CG,80.0,eMBB,1208
0,DL,RU_89,122.59779566317209,CG,80.0,eMBB,925
0,DL,RU_47,128.6732553460219,CG,80.0,eMBB,793
0,DL,RU_83,18.913917157713197,CG,80.0,eMBB,830
0,DL,RU_74,396.29034696629145,CG,80.0,eMBB,1094
0,DL,RU_25,554.8085248061291,VS,100.0,eMBB,2305
0,DL,RU_90,1068.4278717131708,VS,100.0,eMBB,1928
0,DL,RU_82,38.9873589091153,VS,100.0,eMBB,1304
0,DL,RU_77,81.75308082377391,VS,100.0,eMBB,1246
0,DL,RU_39,185.06356416546058,VS,100.0,eMBB,1006
0,DL,RU_46,306.00648613741913,VS,100.0,eMBB,1716
0,DL,RU_29,341.47437171675267,VS,100.0,eMBB,1645
0,UL,RU_1,313.6390285827185,MIOT,10.0,mMTC,1
0,UL,RU_24,286.6639948990082,MIOT,10.0,mMTC,2
0,UL,RU_6,180.53878927449247,MIOT,10.0,mMTC,1
0,UL,RU_97,304.25529424556396,MIOT,10.0,mMTC,2
0,UL,RU_63,35.522906226969866,MIOT,10.0,mMTC,2
0,UL,RU_7,66.11920705032276,MIOT,10.0,mMTC,2
0,UL,RU_74,17.362699304766302,MIOT,10.0,mMTC,2
0,UL,RU_14,28.39657823977523,MIOT,10.0,mMTC,1
0,UL,RU_25,336.06722421042116,MIOT,10.0,mMTC,3
0,UL,RU_73,605.4635664864811,MIOT,10.0,mMTC,2
0,UL,RU_55,345.6599621214733,MIOT,10.0,mMTC,0
0,UL,RU_76,498.69179179780457,MIOT,10.0,mMTC,1
0,UL,RU_66,215.66576297411333,MIOT,10.0,mMTC,1
0,UL,RU_37,447.9081171373061,MIOT,10.0,mMTC,2
0,UL,RU_94,173.65341396643558,MIOT,10.0,mMTC,2
0,UL,RU_94,245.05486037464695,MIOT,10.0,mMTC,2
0,UL,RU_81,400.7793362403425,MIOT,10.0,mMTC,2
0,UL,RU_85,488.47128065658114,MIOT,10.0,mMTC,2
0,UL,RU_81,258.22322929291636,MIOT,10.0,mMTC,2
0,UL,RU_25,393.76364823334694,MIOT,10.0,mMTC,2
0,UL,RU_70,497.70270392519836,MIOT,10.0,mMTC,2
